question_id	question_url	question_title	question_body	time_stamp	username	votes	favorites	tags
13087	https://health.stackexchange.com/questions/13087/is-it-possible-for-a-syphilis-test-to-be-negative-when-a-syphilis-chancre-is-pre	Is it possible for a syphilis test to be negative when a syphilis chancre is present?	Is there a syphilis in blood during the first stage of it, when you just got a chancre on your genitals? I mean is it possible that there is no syphilis  in your blood, but you still infected by the syphilis and the infection is accommodated just in the chancre? If it is possible for how long can such condition last? The condition when you are infected, but you blood is not.-	2017-07-25 22:15:40Z	Carey Gregory	2	1	syphilis
13086	https://health.stackexchange.com/questions/13086/is-scalpel-free-vasectomy-safe-and-effective	Is scalpel-free vasectomy safe and effective?	While researching online, I  . With any procedure, there are risks and benefits.  How safe and effective is this procedure?  How does that compare with a traditional vasectomy procedure?-	2017-08-10 09:56:13Z	DoctorWhom	1	0	sex, vasectomy
13081	https://health.stackexchange.com/questions/13081/noogie-concussive-force	Noogie = concussive force?	Can rubbing ones head vigorously with the knuckles result in brain trauma (essentially a hard scalp massage with the knuckles). Forceful enough that it is putting pressure on the scalp and causing localized pressure and pain. I would assume not, because there is no rotational or linear force causing the neck to swivel, but I'm not sure-	2017-07-25 00:03:54Z	goat	1	0	brain, brain-damage
13078	https://health.stackexchange.com/questions/13078/whatever-happened-to-tonsillitis	Whatever happened to Tonsillitis?	70 or so years ago, kids all got their tonsils out. I have a family member who, when perfectly healthy, had them out (75 or more years ago) because his twin was having his out, and it would be too hard on his mother to have only one twin in the hospital, and she would likely have to go through that again eventually, so get it over with. I have another who had them out about 55 years ago because "I got sick all the time." Yet nobody under 40 (who I know, in North America) has stories like these about themselves or their children. Infants these days get ear infections, which generally clear up before school age one way or another. Some get tubes. But these tales of 4-10 year olds getting their tonsils out and getting to eat ice cream (in various picture books I own) just don't seem to match present-day reality. Why? Do tonsils not get infected any more? Have doctors decided removing them is a bad strategy? -	2017-08-06 08:44:32Z	Pills N Pillows	10	1	history, tonsillitis, tonsil-tonsillectomy, medical-history
13077	https://health.stackexchange.com/questions/13077/do-our-skin-get-normal-after-obese-person-lose-weight	Do our skin get normal after obese person lose weight?	I have seen people loosing a lot of pounds working out. But their skin hanging all over the body. Does the skin get normal ever?-	2017-07-24 16:02:06Z	Butterfly and Bones	1	0	dermatology, obesity, dermatochalasis-saggy, stretch-marks-striae
13076	https://health.stackexchange.com/questions/13076/hermaphrodites-born-with-both-sets-of-genitalia-do-surgeons-have-to-perform-s	Hermaphrodites (born with both sets of genitalia): Do surgeons HAVE to perform surgery? How soon? Decision basis for which genitalia to keep?	According to research by  ,   (born with both male and female genitalia) "make up  , or  ." Babies born as hermaphrodites happen more than the general public realizes or history acknowledges... so I seek for a better medical understanding of these individuals.   -	2017-07-24 17:17:29Z	Butterfly and Bones	3	1	gender-sex-identity
13072	https://health.stackexchange.com/questions/13072/any-drug-interactions-between-ginkgo-biloba-and-antidepressants	Any drug interactions between Ginkgo Biloba and antidepressants?	What are the interactions, if any, and their effects to mood/health/wellness, between   and antidepressants? I'm interested in answers (at least) specific to these medications and/or classes:-	2017-07-24 03:17:04Z	Marc Ranolfi	1	0	mental-health, depression, anxiety-disorders, drug-interactions, antidepressants
13071	https://health.stackexchange.com/questions/13071/can-amphetamines-suppress-reactivity-to-scratch-testing-for-immunotherapy	Can amphetamines suppress reactivity to scratch testing (for immunotherapy)?	My understanding's that amphetamines are immunosuppressive... Theoretically, couldn't  these drugs result in false negatives?-	2017-07-24 16:14:34Z	Butterfly and Bones	1	0	immune-system, pharmaceutical, allergen, amphetamine, allergen-immunotherapy
13068	https://health.stackexchange.com/questions/13068/first-aid-for-minor-burns	First aid for minor burns	My 30-year-old first-aid manual has the following instructions for treating minor burns: Is this still the recommended way of dealing with them?-	2017-07-23 23:10:54Z	Mark	2	0	first-aid, burns
13059	https://health.stackexchange.com/questions/13059/on-blood-tests-why-do-monocytes-have-a-standard-range-of-just	On blood tests why do monocytes have a standard range of just “%”? [closed]	On blood tests why do monocytes have a standard range of just "%"? Without a standard range how does one know if the patients value is low or high?-	2017-07-23 19:36:06Z	Butterfly and Bones	1	1	blood-tests, measurement, cbc-complete-blood-count
13058	https://health.stackexchange.com/questions/13058/what-are-the-health-implications-of-using-ethylene-glycol-to-treat-athletes-foot	What are the health implications of using ethylene glycol to treat athletes foot (tinea pedis)	I found this article about  , which in the 11th paragraph from the top mentions the use of common   based antifreeze for the treatment of  .  Does anyone know about any medical research done on this topic, or failing that, the health impact on externally applied ethylene glycol? To narrow down the expected quantity of exposure I would propose an initial treatment of maybe twice a day for a week going down to maybe once a week to prevent any new outbreaks. Areas to be treated are the soles of both feet, the toes with the area between them, under the toe nails and the area on top of the toes. Basically the same area as recommended for commercially available treatments for athlete foot like clotrimazole  I would guess this is still below the actual exposure that any car mechanic would get on a daily base during his/her work.  Information that includes any impact of common (anti corrosion) additives found in commercially available antifreeze fluid are welcome if kept separate from those of ethylene glycol specifically. -	2017-07-22 11:33:09Z	Flint	1	0	athletes-foot
13054	https://health.stackexchange.com/questions/13054/ive-unprotected-acceptive-oral-sex-with-3-partners-two-of-which-were-from-esco	I've unprotected acceptive oral sex with 3 partners, two of which were from escort service. What are my chances to get some desease(s)? [closed]	I've unprotected oral sex with 3 partners, two of which were from escort service while I was in not sober state. It was a gay sex (I'm usually rather straight and it was my almost first gay experience) and I was acceptive part. No-one ejaculated in my mouth though but penetration was deep in the throat. I highly regret about that. I'm scared so much that now I have some desease and can't take tests because mite biten me and now I have to take 2 weeks antibiotics course to prevent LIme desease(s) and then I need to wait for 2 weeks more before taking the tests. How high chances of getting some desease? Which tests should I take and how? I feel like I'm going crazy. Thank you.-	2017-07-22 14:48:33Z	Butterfly and Bones	0	0	procedural-expectations, sti, sexual-penetration, oral-sex
